"STNID","NAME","CTRY","COUNTRY_NAME","ISO2C","ISO3C","STATE","LATITUDE","LONGITUDE","ELEVATION","BEGIN","END","YEARMODA","YEAR","MONTH","DAY","YDAY","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","I_FOG","I_RAIN_DRIZZLE","I_SNOW_ICE","I_HAIL","I_THUNDER","I_TORNADO_FUNNEL","EA","ES","RH"
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-10,2023,9,10,253,24.2,24,21.9,24,NA,0,NA,0,9.8,24,3.4,24,6.2,NA,26,"*",23,"*",0,"I",NA,0,0,0,0,0,0,2.6,3,87
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-11,2023,9,11,254,25.3,24,22.1,24,NA,0,NA,0,8.9,24,3.5,24,7.2,NA,28,"*",24,"*",0,"I",NA,0,0,0,0,0,0,2.7,3.2,82.5
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-12,2023,9,12,255,24.8,23,21.6,23,NA,0,NA,0,9.5,23,2.9,23,10.8,12.9,34,"*",22,"*",NA,NA,NA,0,1,0,0,1,0,2.6,3.1,82.4
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-13,2023,9,13,256,24.5,24,21.2,24,NA,0,NA,0,10,24,2.1,24,4.6,NA,27,"*",23,"*",0,"I",NA,0,0,0,0,0,0,2.5,3.1,81.9
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-14,2023,9,14,257,23.8,21,20.7,21,NA,0,NA,0,10,21,2.8,21,6.7,NA,27,"*",21,"*",NA,NA,NA,0,1,0,0,0,0,2.4,2.9,82.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-15,2023,9,15,258,21.6,24,17.2,24,NA,0,NA,0,10,24,2.2,24,5.7,NA,24,"*",19,"*",NA,NA,NA,0,1,0,0,0,0,2,2.6,76.1
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-16,2023,9,16,259,23.1,24,18.4,24,NA,0,NA,0,10,24,2,24,4.1,NA,27,"*",20,"*",0,"I",NA,0,0,0,0,0,0,2.1,2.8,74.9
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-17,2023,9,17,260,25.2,24,20.9,24,NA,0,NA,0,10,24,3.5,24,6.7,NA,28,"*",24,"*",0,"I",NA,0,0,0,0,0,0,2.5,3.2,77.1
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-18,2023,9,18,261,25.4,24,19.4,24,NA,0,NA,0,10,24,3.5,24,9.8,16,31,"*",21,"*",NA,NA,NA,0,1,0,0,0,0,2.2,3.2,69.4
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-19,2023,9,19,262,24.2,14,19.7,14,NA,0,NA,0,9.5,14,3.9,14,8.2,13.4,28,"*",21,"*",NA,NA,NA,0,1,0,0,1,0,2.3,3,76
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-20,2023,9,20,263,20.5,22,15,22,NA,0,NA,0,10,22,4,22,7.7,NA,26,"*",18,"*",NA,NA,NA,0,1,0,0,0,0,1.7,2.4,70.7
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-21,2023,9,21,264,17.8,24,16.5,24,NA,0,NA,0,5.8,24,4,24,8.8,NA,19,"*",17,"*",NA,NA,NA,0,1,0,0,0,0,1.9,2,92.1
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-22,2023,9,22,265,18.2,24,13.2,24,NA,0,NA,0,10,24,2.8,24,4.6,NA,24,"*",13,"*",0,"I",NA,0,0,0,0,0,0,1.5,2.1,72.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-23,2023,9,23,266,17.1,24,12.3,24,NA,0,NA,0,10,24,3,24,8.8,13.9,24,"*",12,"*",NA,NA,NA,0,1,0,0,0,0,1.4,1.9,73.4
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-24,2023,9,24,267,16.6,24,10.9,24,NA,0,NA,0,10,24,2.1,24,4.1,NA,22,"*",12,"*",0,"I",NA,0,0,0,0,0,0,1.3,1.9,69.1
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-25,2023,9,25,268,20.1,24,15.2,24,NA,0,NA,0,10,24,3.1,24,7.2,NA,22,"*",18,"*",NA,NA,NA,0,1,0,0,0,0,1.7,2.3,73.4
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-26,2023,9,26,269,18.9,24,16.4,24,NA,0,NA,0,10,24,1.9,24,3.1,NA,23,"*",16,"*",NA,NA,NA,0,1,0,0,0,0,1.9,2.2,85.4
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-27,2023,9,27,270,20.8,24,17.6,24,NA,0,NA,0,9.8,24,2.6,24,6.2,NA,24,"*",18,"*",NA,NA,NA,0,1,0,0,0,0,2,2.5,81.9
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-28,2023,9,28,271,19.4,20,17.2,20,NA,0,NA,0,8,20,4.2,20,11.8,16.5,22,"*",17,"*",NA,NA,NA,0,1,0,0,0,0,2,2.2,87.1
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-29,2023,9,29,272,18.3,23,10.7,23,NA,0,NA,0,10,23,4.9,23,10.8,NA,25,"*",13,"*",0,"I",NA,0,0,0,0,0,0,1.3,2.1,61.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-30,2023,9,30,273,19.1,24,14.1,24,NA,0,NA,0,10,24,3.2,24,5.1,NA,22,"*",18,"*",NA,NA,NA,0,1,0,0,0,0,1.6,2.2,72.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-01,2023,10,1,274,18.7,24,14.1,24,NA,0,NA,0,10,24,3.5,24,8.2,NA,25,"*",14,"*",NA,NA,NA,0,1,0,0,0,0,1.6,2.2,74.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-02,2023,10,2,275,16.2,24,9.8,24,NA,0,NA,0,10,24,5.1,24,14.4,19.6,21,"*",13,"*",NA,NA,NA,0,1,0,0,0,0,1.2,1.8,65.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-03,2023,10,3,276,16.8,24,8.7,24,NA,0,NA,0,10,24,4.7,24,12.9,16.5,22,"*",12,"*",0,"I",NA,0,0,0,0,0,0,1.1,1.9,58.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-04,2023,10,4,277,18.1,24,13.2,24,NA,0,NA,0,10,24,2.9,24,5.7,NA,21,"*",16,"*",NA,NA,NA,0,1,0,0,0,0,1.5,2.1,73.1
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-05,2023,10,5,278,14.8,24,10,24,NA,0,NA,0,9.8,24,6.5,24,13.9,17.5,20,"*",12,"*",NA,NA,NA,0,1,0,0,0,0,1.2,1.7,73
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-06,2023,10,6,279,14.1,24,9.6,24,NA,0,NA,0,10,24,8,24,15.4,22.7,17,"*",12,"*",NA,NA,NA,0,1,0,0,0,0,1.2,1.6,74.3
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-07,2023,10,7,280,13.8,24,8.6,24,NA,0,NA,0,10,24,4.3,24,9.3,13.4,19,"*",10,"*",0,"I",NA,0,0,0,0,0,0,1.1,1.6,70.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-08,2023,10,8,281,13.6,24,8.1,24,NA,0,NA,0,10,24,2.2,24,4.1,NA,18,"*",10,"*",0,"I",NA,0,0,0,0,0,0,1.1,1.6,69.4
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-09,2023,10,9,282,16.4,24,12.9,24,NA,0,NA,0,7.4,24,2.9,24,6.7,NA,21,"*",14,"*",NA,NA,NA,0,1,0,0,0,0,1.5,1.9,79.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-10,2023,10,10,283,15.1,23,10.6,23,NA,0,NA,0,10,23,3.8,23,6.7,NA,18,"*",12,"*",NA,NA,NA,0,1,0,0,0,0,1.3,1.7,74.5
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-11,2023,10,11,284,13.6,24,6,24,NA,0,NA,0,10,24,3.3,24,5.1,NA,19,"*",8,"*",0,"I",NA,0,0,0,0,0,0,0.9,1.6,60.1
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-12,2023,10,12,285,15.5,20,7.2,20,NA,0,NA,0,10,20,3.9,20,6.7,NA,20,"*",11,"*",0,"I",NA,0,0,0,0,0,0,1,1.8,57.7
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-13,2023,10,13,286,16.7,24,8.1,24,NA,0,NA,0,10,24,4,24,9.3,14.4,23,"*",12,"*",0,"I",NA,0,0,0,0,0,0,1.1,1.9,56.9
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-14,2023,10,14,287,16.2,24,8.4,24,NA,0,NA,0,10,24,3.6,24,7.2,NA,23,"*",11,"*",0,"I",NA,0,0,0,0,0,0,1.1,1.8,59.9
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-15,2023,10,15,288,15.2,24,12.3,24,NA,0,NA,0,9.3,24,2.6,24,5.1,NA,17,"*",12,"*",NA,NA,NA,0,1,0,0,0,0,1.4,1.7,82.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-16,2023,10,16,289,13.6,24,6.1,24,NA,0,NA,0,10,24,4.9,24,9.8,13.9,19,"*",10,"*",NA,NA,NA,0,1,0,0,0,0,0.9,1.6,60.5
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-17,2023,10,17,290,12.6,24,4.6,24,NA,0,NA,0,10,24,5.4,24,14.4,18.5,16,"*",10,"*",NA,NA,NA,0,1,0,0,0,0,0.8,1.5,58.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-18,2023,10,18,291,15.6,24,8,24,NA,0,NA,0,10,24,2.4,24,5.1,NA,19,"*",12,"*",0,"I",NA,0,0,0,0,0,0,1.1,1.8,60.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-19,2023,10,19,292,17.3,24,12.4,24,NA,0,NA,0,9.8,24,2.7,24,6.7,NA,21,"*",14,"*",NA,NA,NA,0,1,0,0,0,0,1.4,2,72.9
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-20,2023,10,20,293,12.6,24,9.6,24,NA,0,NA,0,10,24,3.8,24,9.3,13.4,17,"*",8,"*",NA,NA,NA,0,1,0,0,0,0,1.2,1.5,82
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-21,2023,10,21,294,6.4,24,3,24,NA,0,NA,0,10,24,4.5,24,9.3,15.4,10,"*",4,"*",NA,NA,NA,0,1,0,0,0,0,0.8,1,78.9
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-22,2023,10,22,295,11.1,24,4.9,24,NA,0,NA,0,9.5,24,3.7,24,8.2,13.4,14,"*",9,"*",NA,NA,NA,0,1,0,0,0,0,0.9,1.3,65.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-23,2023,10,23,296,11.4,24,3.9,24,NA,0,NA,0,10,24,3.8,24,9.8,13.9,17,"*",7,"*",0,"I",NA,0,0,0,0,0,0,0.8,1.3,60
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-24,2023,10,24,297,12.2,24,6.6,24,NA,0,NA,0,10,24,2.3,24,4.6,NA,18,"*",7,"*",0,"I",NA,0,0,0,0,0,0,1,1.4,68.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-25,2023,10,25,298,13,24,9.4,24,NA,0,NA,0,10,24,1.8,24,3.1,NA,19,"*",8,"*",NA,NA,NA,0,1,0,0,0,0,1.2,1.5,78.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-26,2023,10,26,299,13,24,10.1,24,NA,0,NA,0,8.7,24,2.1,24,4.1,NA,18,"*",8,"*",0,"I",NA,1,0,0,0,0,0,1.2,1.5,82.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-27,2023,10,27,300,12.6,24,9.1,24,NA,0,NA,0,10,24,2.3,24,3.6,NA,19,"*",7,"*",NA,NA,NA,0,1,0,0,0,0,1.2,1.5,79.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-28,2023,10,28,301,13.7,24,10.9,24,NA,0,NA,0,8.7,24,2.4,24,6.7,NA,18,"*",11,"*",NA,NA,NA,0,1,0,0,1,0,1.3,1.6,83.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-29,2023,10,29,302,12.1,24,9.4,24,NA,0,NA,0,10,24,3,24,7.2,NA,16,"*",9,"*",NA,NA,NA,0,1,0,0,0,0,1.2,1.4,83.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-30,2023,10,30,303,12,24,8.3,24,NA,0,NA,0,10,24,2.3,24,4.6,NA,17,"*",7,"*",0,"I",NA,0,0,0,0,0,0,1.1,1.4,78.1
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-10-31,2023,10,31,304,11.8,24,6.4,24,NA,0,NA,0,10,24,1.9,24,3.6,NA,18,"*",7,"*",0,"I",NA,0,0,0,0,0,0,1,1.4,69.5
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-01,2023,11,1,305,15.9,24,9.9,24,NA,0,NA,0,10,24,4.2,24,12.4,13.9,21,"*",11,"*",NA,NA,NA,0,1,0,0,1,0,1.2,1.8,67.5
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-02,2023,11,2,306,13.2,24,8.4,24,NA,0,NA,0,10,24,3.2,24,5.7,NA,17,"*",10,"*",0,"I",NA,0,0,0,0,0,0,1.1,1.5,72.7
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-03,2023,11,3,307,18.8,24,11.7,24,NA,0,NA,0,9.5,24,4.1,24,8.2,14.4,25,"*",12,"*",NA,NA,NA,0,1,0,0,1,0,1.4,2.2,63.4
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-04,2023,11,4,308,8.6,24,5.4,24,NA,0,NA,0,9.7,24,3,24,6.7,NA,13,"*",2,"*",NA,NA,NA,0,1,0,0,0,0,0.9,1.1,80.3
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-05,2023,11,5,309,11.3,24,6.5,24,NA,0,NA,0,10,24,2.1,24,3.6,NA,17,"*",8,"*",0,"I",NA,0,0,0,0,0,0,1,1.3,72.3
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-06,2023,11,6,310,19.4,20,13.9,20,NA,0,NA,0,9.8,20,5.8,20,9.3,14.4,21,"*",17,"*",NA,NA,NA,0,1,0,0,0,0,1.6,2.2,70.5
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-07,2023,11,7,311,12.7,24,5.4,24,NA,0,NA,0,10,24,7.2,24,13.9,22.1,20,"*",7,"*",NA,NA,NA,0,1,0,0,0,0,0.9,1.5,61.1
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-08,2023,11,8,312,7.4,24,3.6,24,NA,0,NA,0,10,24,3.7,24,7.7,NA,11,"*",2,"*",0,"I",NA,0,0,0,0,0,0,0.8,1,76.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-09,2023,11,9,313,13.5,24,7.6,24,NA,0,NA,0,10,24,3.7,24,6.7,NA,16,"*",10,"*",0,"I",NA,0,0,0,0,0,0,1,1.5,67.5
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-10,2023,11,10,314,10.7,24,5.7,24,NA,0,NA,0,10,24,6.6,24,16.5,21.6,19,"*",4,"*",NA,NA,NA,0,1,0,0,0,0,0.9,1.3,71.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-11,2023,11,11,315,2.9,24,-0.4,24,NA,0,NA,0,10,24,4.9,24,12.9,16.5,7,"*",1,"*",NA,NA,NA,0,1,0,0,0,0,0.6,0.8,78.9
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-12,2023,11,12,316,3.9,24,-0.2,24,NA,0,NA,0,10,24,2.9,24,5.7,NA,8,"*",2,"*",NA,NA,NA,0,1,0,0,0,0,0.6,0.8,74.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-13,2023,11,13,317,4.1,24,0,24,NA,0,NA,0,10,24,4.8,24,9.3,12.9,8,"*",3,"*",NA,NA,NA,0,1,0,0,0,0,0.6,0.8,74.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-14,2023,11,14,318,4.8,24,-0.9,24,NA,0,NA,0,10,24,3.5,24,8.2,12.9,7,"*",-1,"*",NA,NA,NA,0,1,0,0,0,0,0.6,0.9,66.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-15,2023,11,15,319,5.1,24,0.8,24,NA,0,NA,0,10,24,1.8,24,3.1,NA,11,"*",0,"*",0,"I",NA,0,0,0,0,0,0,0.6,0.9,73.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-16,2023,11,16,320,10.9,24,5.4,24,NA,0,NA,0,10,24,4.1,24,7.7,NA,14,"*",7,"*",NA,NA,NA,0,1,0,0,0,0,0.9,1.3,68.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-17,2023,11,17,321,11.3,24,8.7,24,NA,0,NA,0,9.5,24,4.8,24,8.2,13.4,15,"*",7,"*",NA,NA,NA,0,1,0,0,0,0,1.1,1.3,84
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-18,2023,11,18,322,6.9,24,2.6,24,NA,0,NA,0,10,24,4.2,24,11.3,16.5,11,"*",3,"*",NA,NA,NA,0,1,0,0,0,0,0.7,1,74.1
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-19,2023,11,19,323,9.7,24,2.9,24,NA,0,NA,0,9.8,24,5.3,24,12.4,18,14,"*",6,"*",NA,NA,NA,0,1,0,0,0,0,0.8,1.2,62.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-20,2023,11,20,324,6.1,24,-0.6,24,NA,0,NA,0,10,24,5.4,24,11.3,19.6,9,"*",4,"*",NA,NA,NA,0,1,0,0,0,0,0.6,0.9,62.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-21,2023,11,21,325,11.3,24,2.8,24,NA,0,NA,0,10,24,5.7,24,8.2,NA,13,"*",9,"*",0,"I",NA,0,0,0,0,0,0,0.7,1.3,55.9
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-22,2023,11,22,326,13.4,24,6.1,24,NA,0,NA,0,10,24,4.4,24,8.8,11.8,18,"*",10,"*",0,"I",NA,0,0,0,0,0,0,0.9,1.5,61.3
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-23,2023,11,23,327,13.1,24,6.1,24,NA,0,NA,0,10,24,3.5,24,7.2,NA,19,"*",6,"*",NA,NA,NA,0,1,0,0,0,0,0.9,1.5,62.5
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-24,2023,11,24,328,2.1,24,-1,24,NA,0,NA,0,7.4,24,8,24,11.8,18.5,8,"*",-3,"*",NA,NA,NA,0,1,1,0,0,0,0.6,0.7,79.9
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-25,2023,11,25,329,-0.9,24,-3.3,24,NA,0,NA,0,4.3,24,3.9,24,9.3,12.4,2,"*",-2,"*",NA,NA,NA,0,0,1,0,0,0,0.5,0.6,83.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-26,2023,11,26,330,2.1,24,-0.9,24,NA,0,NA,0,10,24,2.1,24,3.6,NA,4,"*",1,"*",NA,NA,NA,0,1,1,0,0,0,0.6,0.7,80.5
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-27,2023,11,27,331,4.8,24,3.3,24,NA,0,NA,0,8.7,24,1.6,24,3.6,NA,8,"*",3,"*",NA,NA,NA,0,1,0,0,0,0,0.8,0.9,90
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-28,2023,11,28,332,4.4,24,1.1,24,NA,0,NA,0,9.2,24,4.8,24,11.3,16.5,11,"*",0,"*",NA,NA,NA,0,1,1,0,0,0,0.7,0.8,79.1
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-29,2023,11,29,333,-0.6,24,-1.9,24,NA,0,NA,0,2.9,24,4.2,24,9.3,NA,1,"*",-2,"*",NA,NA,NA,0,0,1,0,0,0,0.5,0.6,90.9
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-11-30,2023,11,30,334,-1.9,24,-4.1,24,NA,0,NA,0,4.2,24,4.1,24,10.3,14.4,0,"*",-3,"*",NA,NA,NA,0,0,1,0,0,0,0.5,0.5,84.9
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-01,2023,12,1,335,0.1,24,-2.8,24,NA,0,NA,0,9.5,24,3.5,24,7.2,NA,2,"*",-2,"*",NA,NA,NA,0,0,1,0,0,0,0.5,0.6,80.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-02,2023,12,2,336,1.7,24,-2.2,24,NA,0,NA,0,10,24,2.4,24,4.1,NA,3,"*",0,"*",NA,NA,NA,0,0,1,0,0,0,0.5,0.7,75.3
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-03,2023,12,3,337,1.5,24,-0.2,24,NA,0,NA,0,10,24,2.8,24,4.1,NA,4,"*",-2,"*",NA,NA,NA,0,1,0,0,0,0,0.6,0.7,88.5
